Source,Target,Type
2014,286,Directed
2014,2015,Directed
2016,1828,Directed
2016,281,Directed
2017,286,Directed
2017,1862,Directed
2018,286,Directed
2018,1822,Directed
2019,286,Directed
2019,1884,Directed
2020,281,Directed
2020,1901,Directed
2021,281,Directed
2021,1828,Directed
2022,1828,Directed
2022,281,Directed
2023,286,Directed
2023,1875,Directed
2024,2025,Directed
2024,286,Directed
2026,2027,Directed
2026,286,Directed
2028,286,Directed
2028,1995,Directed
2029,1875,Directed
2029,286,Directed
819,1877,Directed
819,281,Directed
2030,2031,Directed
2030,286,Directed
2032,1828,Directed
2032,281,Directed
2033,286,Directed
2033,1849,Directed
2034,1891,Directed
2034,286,Directed
2035,1831,Directed
2035,281,Directed
2036,1968,Directed
2036,286,Directed
2037,286,Directed
2037,1921,Directed
2038,2039,Directed
2038,286,Directed
2040,286,Directed
2040,2041,Directed
2042,2043,Directed
2042,286,Directed
2044,2045,Directed
2044,3,Directed
2046,1822,Directed
2046,286,Directed
2047,1856,Directed
2047,1917,Directed
2048,1828,Directed
2048,281,Directed
2049,1856,Directed
2049,1953,Directed
2050,1986,Directed
2050,1856,Directed
2051,286,Directed
2051,2052,Directed
2053,1884,Directed
2053,286,Directed
2054,1884,Directed
2054,286,Directed
2055,1884,Directed
2055,286,Directed
2056,1856,Directed
2056,1972,Directed
2057,286,Directed
2057,1879,Directed
2058,1945,Directed
2058,1944,Directed
2059,2060,Directed
2059,3,Directed
2061,286,Directed
2061,2062,Directed
2063,286,Directed
2063,1862,Directed
2064,2065,Directed
2064,286,Directed
2066,1891,Directed
2066,286,Directed
2067,286,Directed
2067,1939,Directed
2068,1875,Directed
2068,286,Directed
2069,286,Directed
2069,2070,Directed
2071,286,Directed
2071,2070,Directed
2072,1852,Directed
2072,286,Directed
2073,1859,Directed
2073,1860,Directed
2074,1972,Directed
2074,1856,Directed
2075,286,Directed
789,281,Directed
789,1877,Directed
2076,2070,Directed
2076,286,Directed
2077,2078,Directed
2077,286,Directed
2079,1826,Directed
2079,286,Directed
2080,286,Directed
2080,2070,Directed
2081,286,Directed
2081,1939,Directed
2082,1871,Directed
2082,1868,Directed
2083,286,Directed
2083,2084,Directed
2085,286,Directed
2085,2086,Directed
2087,286,Directed
2087,1995,Directed
2088,1926,Directed
2088,3,Directed
2089,2090,Directed
2089,286,Directed
2091,286,Directed
2091,1884,Directed
2092,1828,Directed
2092,281,Directed
2093,286,Directed
2093,1884,Directed
2094,286,Directed
2094,1914,Directed
2095,286,Directed
2095,2086,Directed
2096,286,Directed
2096,2025,Directed
2097,286,Directed
2097,1852,Directed
2098,2099,Directed
2098,2100,Directed
2101,281,Directed
2101,1828,Directed
2102,286,Directed
2102,2015,Directed
2103,2099,Directed
2103,2100,Directed
2104,1833,Directed
2104,286,Directed
2105,1945,Directed
2105,1944,Directed
2106,286,Directed
2106,1914,Directed
2107,3,Directed
2107,1868,Directed
2108,1970,Directed
2108,286,Directed
2109,286,Directed
2109,1852,Directed
2110,1859,Directed
2110,1860,Directed
2111,1877,Directed
2111,281,Directed
2112,1945,Directed
2112,1980,Directed
2113,2114,Directed
2113,2090,Directed
2115,286,Directed
2115,2003,Directed
22,1824,Directed
22,281,Directed
2116,1866,Directed
2116,286,Directed
2117,281,Directed
2117,1828,Directed
2118,3,Directed
2118,1986,Directed
2119,1828,Directed
2119,281,Directed
2120,1856,Directed
2120,1831,Directed
2121,286,Directed
2121,1833,Directed
2122,2123,Directed
2122,1948,Directed
777,1828,Directed
777,281,Directed
2124,1828,Directed
2124,281,Directed
2125,286,Directed
2125,2126,Directed
2127,1845,Directed
2127,1844,Directed
2128,1868,Directed
2128,3,Directed
2129,286,Directed
2129,2130,Directed
2131,286,Directed
2131,2001,Directed
2132,286,Directed
2132,2039,Directed
2133,1978,Directed
2133,1977,Directed
2134,286,Directed
2134,1884,Directed
2135,286,Directed
2135,2126,Directed
2136,2070,Directed
2136,286,Directed
2137,1868,Directed
2137,1871,Directed
2138,286,Directed
2138,1891,Directed
2139,1856,Directed
2139,1964,Directed
2140,286,Directed
2140,1892,Directed
2141,281,Directed
2141,1828,Directed
2142,1862,Directed
2142,286,Directed
2143,286,Directed
2143,2144,Directed
2145,1944,Directed
2145,1945,Directed
2146,1948,Directed
2146,2147,Directed
2148,1926,Directed
2148,281,Directed
2149,1859,Directed
2149,1860,Directed
2150,286,Directed
2150,1968,Directed
2151,281,Directed
2151,1931,Directed
2152,1948,Directed
2152,2153,Directed
2154,1968,Directed
2154,286,Directed
2155,2086,Directed
2155,286,Directed
2156,1840,Directed
2156,3,Directed
2157,1972,Directed
2157,1856,Directed
2158,3,Directed
2158,1868,Directed
2159,2123,Directed
2159,1948,Directed
2160,3,Directed
2160,1840,Directed
2161,286,Directed
2161,1895,Directed
2162,286,Directed
2162,2041,Directed
2163,286,Directed
2163,1884,Directed
2164,286,Directed
2164,1852,Directed
2165,1831,Directed
2165,281,Directed
2166,286,Directed
2166,1862,Directed
2167,1866,Directed
2167,286,Directed
2168,2031,Directed
2168,286,Directed
2169,286,Directed
2169,1822,Directed
2170,3,Directed
2170,1868,Directed
2171,3,Directed
2171,1975,Directed
2172,286,Directed
2172,1910,Directed
2173,1852,Directed
2173,286,Directed
2174,1978,Directed
2174,1977,Directed
2175,1868,Directed
2175,281,Directed
2176,1826,Directed
2176,286,Directed
2177,281,Directed
2177,2178,Directed
2179,1910,Directed
2179,286,Directed
2180,286,Directed
2180,1939,Directed
2181,1871,Directed
2181,1870,Directed
2182,1868,Directed
2182,281,Directed
2183,1930,Directed
2183,1931,Directed
2184,1833,Directed
2184,286,Directed
2185,1856,Directed
2185,1972,Directed
2186,2187,Directed
2186,286,Directed
2188,2189,Directed
2188,286,Directed
2190,2187,Directed
2190,286,Directed
2191,286,Directed
2191,2062,Directed
2192,281,Directed
2192,1877,Directed
2193,281,Directed
2193,1868,Directed
2194,1978,Directed
2194,1977,Directed
2195,2031,Directed
2195,286,Directed
2196,286,Directed
2196,1866,Directed
2197,1930,Directed
2197,1931,Directed
2198,281,Directed
2198,1840,Directed
2199,2070,Directed
2199,286,Directed
803,281,Directed
803,1828,Directed
2200,1879,Directed
2200,286,Directed
2201,286,Directed
2201,2130,Directed
2202,1978,Directed
2202,1977,Directed
2203,286,Directed
2203,1884,Directed
2204,1833,Directed
2204,286,Directed
2205,286,Directed
2205,1914,Directed
2206,1840,Directed
2206,3,Directed
2207,2208,Directed
2207,1856,Directed
2209,1856,Directed
2209,1831,Directed
2210,1931,Directed
2210,1930,Directed
2211,286,Directed
2211,1862,Directed
2212,286,Directed
2212,1836,Directed
2213,286,Directed
2213,1891,Directed
2214,286,Directed
2214,1879,Directed
2215,1977,Directed
2215,1978,Directed
2216,286,Directed
2216,1914,Directed
2217,1977,Directed
2217,1978,Directed
2218,1968,Directed
2218,286,Directed
2219,1868,Directed
2219,281,Directed
2220,2043,Directed
2220,286,Directed
2221,1978,Directed
2221,1977,Directed
2222,286,Directed
2222,1822,Directed
2223,2090,Directed
2223,2114,Directed
2224,1931,Directed
2224,1930,Directed
2225,1868,Directed
2225,1871,Directed
2226,2227,Directed
2226,281,Directed
2228,1860,Directed
2228,1859,Directed
2229,1901,Directed
2229,281,Directed
2230,1831,Directed
2230,281,Directed
2231,3,Directed
2231,2178,Directed
2232,286,Directed
2232,2233,Directed
2234,1847,Directed
2234,286,Directed
2235,1884,Directed
2235,286,Directed
2236,286,Directed
2236,2015,Directed
2237,286,Directed
2237,2090,Directed
2238,281,Directed
2238,1828,Directed
2239,286,Directed
2239,2240,Directed
2241,2242,Directed
2241,286,Directed
2243,1836,Directed
2243,286,Directed
2244,1972,Directed
2244,1856,Directed
2245,1995,Directed
2245,286,Directed
2246,286,Directed
2246,2247,Directed
2248,1948,Directed
2248,2249,Directed
2250,3,Directed
2250,1889,Directed
2251,2031,Directed
2251,286,Directed
2252,2253,Directed
2252,286,Directed
2254,2255,Directed
2254,1856,Directed
2256,1930,Directed
2256,1931,Directed
797,281,Directed
797,1887,Directed
2257,1935,Directed
2257,3,Directed
2258,1995,Directed
2258,286,Directed
2259,1868,Directed
2259,281,Directed
2260,286,Directed
2260,1833,Directed
2261,1939,Directed
2261,286,Directed
2262,1822,Directed
2262,286,Directed
2263,2264,Directed
2263,281,Directed
2265,286,Directed
2265,1968,Directed
2266,286,Directed
2266,2126,Directed
2267,286,Directed
2267,1968,Directed
2268,286,Directed
2268,1919,Directed
2269,1822,Directed
2269,286,Directed
2270,1833,Directed
2270,286,Directed
2271,281,Directed
2271,2272,Directed
2273,3,Directed
2273,1889,Directed
2274,1875,Directed
2274,286,Directed
2275,281,Directed
2275,1868,Directed
2276,286,Directed
2276,1879,Directed
2277,2278,Directed
2277,3,Directed
2279,1822,Directed
2279,286,Directed
2280,286,Directed
2280,1968,Directed
2281,1892,Directed
2281,286,Directed
2282,1944,Directed
2282,1945,Directed
2283,1972,Directed
2283,1856,Directed
2284,1877,Directed
2284,281,Directed
2285,3,Directed
2285,1868,Directed
2286,1995,Directed
2286,286,Directed
2287,1856,Directed
2287,1972,Directed
2288,1972,Directed
2288,1856,Directed
2289,286,Directed
2289,2062,Directed
2290,1891,Directed
2290,286,Directed
2291,1964,Directed
2291,1856,Directed
2292,1964,Directed
2292,1856,Directed
2293,1828,Directed
2293,281,Directed
2294,1939,Directed
2294,286,Directed
2295,286,Directed
2295,1884,Directed
2296,281,Directed
2296,1887,Directed
2297,1968,Directed
2297,286,Directed
2298,286,Directed
2298,1995,Directed
2299,2242,Directed
2299,286,Directed
2300,2027,Directed
2300,286,Directed
2301,1908,Directed
2301,1907,Directed
2302,281,Directed
2302,1828,Directed
2303,1968,Directed
2303,286,Directed
2304,1975,Directed
2304,3,Directed
2305,1822,Directed
2305,286,Directed
2306,1856,Directed
2306,1953,Directed
2307,286,Directed
2307,1884,Directed
2308,1926,Directed
2308,1856,Directed
2309,286,Directed
2309,1884,Directed
2310,2041,Directed
2310,286,Directed
2311,2312,Directed
2311,286,Directed
2313,286,Directed
2313,1862,Directed
2314,1828,Directed
2314,281,Directed
2315,1862,Directed
2315,286,Directed
2316,1856,Directed
2316,1964,Directed
2317,1977,Directed
2317,1978,Directed
2318,286,Directed
2318,2027,Directed
2319,3,Directed
2319,2320,Directed
2321,286,Directed
2321,2126,Directed
2322,1856,Directed
2322,1972,Directed
2323,1968,Directed
2323,286,Directed
2324,281,Directed
2324,1901,Directed
2325,281,Directed
2325,1926,Directed
2326,2070,Directed
2326,286,Directed
2327,1978,Directed
2327,1977,Directed
2328,1907,Directed
2328,1908,Directed
2329,3,Directed
2329,1889,Directed
31,281,Directed
31,1824,Directed
2330,2123,Directed
2330,1948,Directed
2331,2187,Directed
2331,286,Directed
2332,2147,Directed
2332,1948,Directed
2333,2208,Directed
2333,1856,Directed
813,1828,Directed
813,281,Directed
2334,1884,Directed
2334,286,Directed
2335,281,Directed
2335,1986,Directed
2336,1870,Directed
2336,1871,Directed
2337,2338,Directed
2337,286,Directed
2339,1824,Directed
2339,281,Directed
2340,1856,Directed
2340,1972,Directed
2341,2001,Directed
2341,286,Directed
2342,1828,Directed
2342,281,Directed
2343,286,Directed
2343,1862,Directed
2344,286,Directed
2344,1879,Directed
2345,2346,Directed
2345,1856,Directed
785,1877,Directed
785,281,Directed
2347,286,Directed
2347,2090,Directed
2348,286,Directed
2348,1914,Directed
795,1828,Directed
795,281,Directed
2349,3,Directed
2349,1989,Directed
2350,286,Directed
2350,1879,Directed
2351,286,Directed
2351,1852,Directed
2352,286,Directed
2352,2041,Directed
2353,1984,Directed
2353,1856,Directed
2354,286,Directed
2354,1891,Directed
2355,1944,Directed
2355,1945,Directed
2356,1849,Directed
2356,286,Directed
2357,1945,Directed
2357,1944,Directed
2358,3,Directed
2358,1926,Directed
2359,2045,Directed
2359,1856,Directed
2360,1822,Directed
2360,286,Directed
2361,2338,Directed
2361,286,Directed
2362,1833,Directed
2362,286,Directed
2363,1875,Directed
2363,286,Directed
2364,2242,Directed
2364,286,Directed
2365,1931,Directed
2365,1930,Directed
2366,1939,Directed
2366,286,Directed
2367,1891,Directed
2367,286,Directed
2368,286,Directed
2368,2070,Directed
2369,286,Directed
2369,1995,Directed
2370,1871,Directed
2370,2178,Directed
2371,281,Directed
2371,1868,Directed
2372,2373,Directed
2372,286,Directed
2374,1884,Directed
2374,286,Directed
781,281,Directed
781,1887,Directed
2375,1870,Directed
2375,1871,Directed
2376,1868,Directed
2376,281,Directed
2377,1908,Directed
2377,1907,Directed
2378,1912,Directed
2378,286,Directed
2379,1856,Directed
2379,1972,Directed
2380,3,Directed
2380,1840,Directed
2381,281,Directed
2381,1854,Directed
2382,1999,Directed
2382,286,Directed
2383,1908,Directed
2383,1907,Directed
2384,286,Directed
2384,1995,Directed
2385,1856,Directed
2385,1972,Directed
2386,2387,Directed
2386,286,Directed
2388,1968,Directed
2388,286,Directed
2389,2390,Directed
2389,1930,Directed
2391,1930,Directed
2391,1931,Directed
2392,1879,Directed
2392,286,Directed
2393,1972,Directed
2393,1856,Directed
821,281,Directed
821,1854,Directed
2394,286,Directed
2394,1884,Directed
2395,1828,Directed
2395,281,Directed
2396,1828,Directed
2396,3,Directed
2397,286,Directed
2397,1914,Directed
829,1887,Directed
829,281,Directed
2398,286,Directed
2398,2373,Directed
2399,1850,Directed
2399,286,Directed
2400,1877,Directed
2400,281,Directed
2401,1995,Directed
2401,286,Directed
2402,1944,Directed
2402,1945,Directed
2403,286,Directed
2403,1995,Directed
2404,1907,Directed
2404,1908,Directed
2405,1868,Directed
2405,3,Directed
2406,1847,Directed
2406,286,Directed
2407,286,Directed
2407,1884,Directed
2408,286,Directed
2408,1833,Directed
2409,1822,Directed
2409,286,Directed
2410,2247,Directed
2410,286,Directed
2411,1939,Directed
2411,286,Directed
2412,1948,Directed
2412,2413,Directed
2414,286,Directed
2414,1891,Directed
2415,281,Directed
2415,1824,Directed
2416,2417,Directed
2416,281,Directed
2418,2390,Directed
2418,3,Directed
815,281,Directed
815,1877,Directed
807,281,Directed
807,1901,Directed
2419,1935,Directed
2419,3,Directed
2420,1828,Directed
2420,281,Directed
2421,1831,Directed
2421,281,Directed
2422,1970,Directed
2422,286,Directed
2423,281,Directed
2423,1828,Directed
2424,286,Directed
2424,1914,Directed
2425,281,Directed
2425,2426,Directed
2427,2428,Directed
2427,281,Directed
2429,1935,Directed
2429,281,Directed
2430,1995,Directed
2430,286,Directed
43,281,Directed
43,1824,Directed
2431,286,Directed
2431,2031,Directed
2432,286,Directed
2432,1995,Directed
2433,1828,Directed
2433,281,Directed
2434,286,Directed
2434,1866,Directed
2435,2387,Directed
2435,286,Directed
2436,281,Directed
2436,1926,Directed
2437,286,Directed
2437,1849,Directed
2438,286,Directed
2438,1884,Directed
2439,286,Directed
2439,1822,Directed
2440,2025,Directed
2440,286,Directed
2441,1891,Directed
2441,286,Directed
2442,281,Directed
2442,2272,Directed
2443,1884,Directed
2443,286,Directed
2444,281,Directed
2444,2320,Directed
2445,2015,Directed
2445,286,Directed
2446,1833,Directed
2446,286,Directed
2447,1953,Directed
2447,1856,Directed
2448,286,Directed
2448,1910,Directed
2449,286,Directed
2449,2025,Directed
2450,2451,Directed
2450,281,Directed
2452,281,Directed
2452,1868,Directed
2453,1921,Directed
2453,286,Directed
2454,1868,Directed
2454,1871,Directed
2455,281,Directed
2455,1926,Directed
2456,286,Directed
2456,2041,Directed
2457,2458,Directed
2457,286,Directed
2459,1847,Directed
2459,286,Directed
2460,1877,Directed
2460,281,Directed
2461,1978,Directed
2461,1977,Directed
2462,1895,Directed
2462,286,Directed
2463,1995,Directed
2463,286,Directed
2464,1887,Directed
2464,281,Directed
2465,286,Directed
2465,1822,Directed
2466,286,Directed
2466,1875,Directed
2467,1856,Directed
2467,2451,Directed
2468,2025,Directed
2468,286,Directed
2469,1899,Directed
2469,281,Directed
2470,2242,Directed
2470,286,Directed
2471,1822,Directed
2471,286,Directed
2472,1931,Directed
2472,1930,Directed
2473,281,Directed
2473,1828,Directed
2474,281,Directed
2474,2178,Directed
2475,2227,Directed
2475,281,Directed
2476,286,Directed
2476,1862,Directed
2477,286,Directed
2477,1884,Directed
2478,281,Directed
2478,1868,Directed
2479,1849,Directed
2479,286,Directed
2480,286,Directed
2480,1849,Directed
775,1854,Directed
775,281,Directed
2481,1822,Directed
2481,286,Directed
2482,286,Directed
2482,1968,Directed
2483,1914,Directed
2483,286,Directed
2484,281,Directed
2484,1831,Directed
2485,1901,Directed
2485,281,Directed
2486,286,Directed
2486,1968,Directed
2487,1870,Directed
2487,1871,Directed
2488,1868,Directed
2488,281,Directed
2489,281,Directed
2489,1901,Directed
2490,286,Directed
2490,1875,Directed
2491,2346,Directed
2491,1856,Directed
2492,2062,Directed
2492,286,Directed
2493,1945,Directed
2493,1944,Directed
2494,281,Directed
2494,1877,Directed
2495,281,Directed
2495,1828,Directed
2496,286,Directed
2496,1891,Directed
2497,1919,Directed
2497,286,Directed
2498,1948,Directed
2498,2153,Directed
2499,1945,Directed
2499,1980,Directed
2500,1953,Directed
2500,1856,Directed
2501,1871,Directed
2501,1870,Directed
2502,281,Directed
2502,1899,Directed
2503,1944,Directed
2503,1945,Directed
809,281,Directed
809,1901,Directed
2504,286,Directed
2504,2062,Directed
2505,1931,Directed
2505,1930,Directed
2506,1868,Directed
2506,281,Directed
2507,1828,Directed
2507,281,Directed
2508,1856,Directed
2508,2208,Directed
2509,1891,Directed
2509,286,Directed
2510,286,Directed
2510,2078,Directed
2511,286,Directed
2511,1849,Directed
2512,1945,Directed
2512,1980,Directed
2513,1854,Directed
2513,281,Directed
2514,1856,Directed
2514,1972,Directed
2515,1891,Directed
2515,286,Directed
2516,1828,Directed
2516,281,Directed
2517,2518,Directed
2517,286,Directed
2519,1891,Directed
2519,286,Directed
2520,281,Directed
2520,1831,Directed
2521,1944,Directed
2521,1945,Directed
2522,286,Directed
2522,2025,Directed
2523,286,Directed
2523,1891,Directed
2524,1828,Directed
2524,281,Directed
2525,286,Directed
2525,1822,Directed
2526,281,Directed
2526,1901,Directed
2527,286,Directed
2527,2078,Directed
2528,1926,Directed
2528,281,Directed
2529,1870,Directed
2529,1871,Directed
2530,1868,Directed
2530,281,Directed
2531,1868,Directed
2531,3,Directed
2532,1945,Directed
2532,1944,Directed
2533,1868,Directed
2533,281,Directed
2534,1945,Directed
2534,1944,Directed
2535,1945,Directed
2535,1944,Directed
2536,286,Directed
2536,1833,Directed
2537,281,Directed
2537,1901,Directed
2538,281,Directed
2538,2428,Directed
2539,286,Directed
2539,1891,Directed
2540,281,Directed
2540,1868,Directed
2541,1901,Directed
2541,281,Directed
2542,2451,Directed
2542,1856,Directed
2543,286,Directed
2543,1910,Directed
2544,281,Directed
2544,1824,Directed
2545,2126,Directed
2545,286,Directed
2546,2178,Directed
2546,3,Directed
2547,1822,Directed
2547,286,Directed
2548,1899,Directed
2548,281,Directed
2549,1833,Directed
2549,286,Directed
2550,1828,Directed
2550,281,Directed
2551,1978,Directed
2551,1977,Directed
2552,2045,Directed
2552,1856,Directed
2553,281,Directed
2553,1828,Directed
2554,286,Directed
2554,1891,Directed
2555,1944,Directed
2555,1945,Directed
2556,2428,Directed
2556,281,Directed
2557,281,Directed
2557,1899,Directed
2558,1980,Directed
2558,1945,Directed
2559,2247,Directed
2559,286,Directed
2560,1944,Directed
2560,1945,Directed
2561,286,Directed
2561,2025,Directed
2562,2041,Directed
2562,286,Directed
2563,281,Directed
2563,2060,Directed
2564,2233,Directed
2564,286,Directed
2565,1945,Directed
2565,1944,Directed
799,281,Directed
799,1828,Directed
2566,286,Directed
2566,2567,Directed
2568,1944,Directed
2568,1945,Directed
2569,1926,Directed
2569,281,Directed
2570,2518,Directed
2570,286,Directed
2571,286,Directed
2571,1891,Directed
2572,286,Directed
2572,1995,Directed
2573,1849,Directed
2573,286,Directed
2574,286,Directed
2574,1862,Directed
779,281,Directed
779,1828,Directed
2575,1939,Directed
2575,286,Directed
2576,1822,Directed
2576,286,Directed
2577,281,Directed
2577,1824,Directed
2578,2272,Directed
2578,281,Directed
2579,1980,Directed
2579,1945,Directed
2580,1887,Directed
2580,281,Directed
2581,286,Directed
2581,2001,Directed
2582,1980,Directed
2582,1945,Directed
2583,1931,Directed
2583,1930,Directed
2584,1891,Directed
2584,286,Directed
2585,3,Directed
2585,1975,Directed
2586,1980,Directed
2586,1945,Directed
2587,3,Directed
2587,1935,Directed
2588,1826,Directed
2588,286,Directed
2589,2413,Directed
2589,1948,Directed
2590,1968,Directed
2590,286,Directed
2591,1968,Directed
2591,286,Directed
2592,286,Directed
2592,1836,Directed
2593,1948,Directed
2593,2594,Directed
2595,286,Directed
2595,2015,Directed
2596,3,Directed
2596,2264,Directed
2597,281,Directed
2597,1831,Directed
2598,2255,Directed
2598,1856,Directed
2599,1975,Directed
2599,3,Directed
2600,2187,Directed
2600,286,Directed
2601,1948,Directed
2601,2594,Directed
6,281,Directed
6,1824,Directed
2602,1866,Directed
2602,286,Directed
2603,286,Directed
2603,1891,Directed
2604,3,Directed
2604,2605,Directed
825,1828,Directed
825,281,Directed
2606,281,Directed
2606,1828,Directed
2607,286,Directed
2607,1849,Directed
2608,281,Directed
2608,1828,Directed
2609,1945,Directed
2609,2610,Directed
2611,1891,Directed
2611,286,Directed
2612,1891,Directed
2612,286,Directed
2613,1980,Directed
2613,1945,Directed
2614,1964,Directed
2614,1856,Directed
2615,281,Directed
2615,2426,Directed
2616,1884,Directed
2616,286,Directed
2617,1856,Directed
2617,1953,Directed
2618,2428,Directed
2618,281,Directed
2619,2045,Directed
2619,1856,Directed
2620,1862,Directed
2620,286,Directed
2621,1948,Directed
2621,2594,Directed
2622,1945,Directed
2622,2610,Directed
2623,1889,Directed
2623,3,Directed
2624,1975,Directed
2624,3,Directed
2625,1844,Directed
2625,1845,Directed
2626,2052,Directed
2626,286,Directed
2627,1860,Directed
2627,1859,Directed
2628,286,Directed
2628,2567,Directed
2629,1856,Directed
2629,2630,Directed
2631,1891,Directed
2631,286,Directed
2632,1944,Directed
2632,1945,Directed
2633,281,Directed
2633,1868,Directed
2634,286,Directed
2634,1919,Directed
2635,1891,Directed
2635,286,Directed
2636,1884,Directed
2636,286,Directed
2637,2041,Directed
2637,286,Directed
2638,1891,Directed
2638,286,Directed
2639,1891,Directed
2639,286,Directed
2640,1862,Directed
2640,286,Directed
2641,286,Directed
2641,1849,Directed
2642,286,Directed
2642,2643,Directed
2644,286,Directed
2644,1939,Directed
2645,1945,Directed
2645,1944,Directed
2646,1977,Directed
2646,1978,Directed
2647,1856,Directed
2647,1972,Directed
2648,1972,Directed
2648,1856,Directed
2649,1978,Directed
2649,1977,Directed
2650,286,Directed
2650,1914,Directed
2651,1822,Directed
2651,286,Directed
2652,1930,Directed
2652,1931,Directed
2653,286,Directed
2653,1862,Directed
2654,1891,Directed
2654,286,Directed
2655,1917,Directed
2655,1856,Directed
2656,286,Directed
2656,1891,Directed
2657,1972,Directed
2657,1856,Directed
2658,1828,Directed
2658,281,Directed
2659,2025,Directed
2659,286,Directed
2660,1944,Directed
2660,1945,Directed
2661,1953,Directed
2661,1856,Directed
2662,1891,Directed
2662,286,Directed
2663,281,Directed
2663,1828,Directed
2664,286,Directed
2664,1891,Directed
2665,1856,Directed
2665,1964,Directed
2666,281,Directed
2666,1889,Directed
2667,1945,Directed
2667,2610,Directed
2668,1912,Directed
2668,286,Directed
2669,1964,Directed
2669,1856,Directed
2670,1948,Directed
2670,2594,Directed
2671,1948,Directed
2671,2413,Directed
2672,1856,Directed
2672,1953,Directed
831,281,Directed
831,1828,Directed
2673,1986,Directed
2673,281,Directed
2674,286,Directed
2674,1895,Directed
2675,1862,Directed
2675,286,Directed
2676,1977,Directed
2676,1978,Directed
2677,2428,Directed
2677,281,Directed
2678,1978,Directed
2678,1977,Directed
2679,2045,Directed
2679,3,Directed
2680,281,Directed
2680,1831,Directed
2681,2153,Directed
2681,1948,Directed
2682,286,Directed
2682,1914,Directed
2683,286,Directed
2683,1884,Directed
2684,1953,Directed
2684,1856,Directed
2685,2147,Directed
2685,1948,Directed
2686,1948,Directed
2686,2147,Directed
2687,286,Directed
2687,1879,Directed
2688,1884,Directed
2688,286,Directed
2689,1899,Directed
2689,281,Directed
2690,1964,Directed
2690,1856,Directed
2691,2451,Directed
2691,1856,Directed
2692,1856,Directed
2692,1972,Directed
2693,1964,Directed
2693,1856,Directed
2694,281,Directed
2694,1868,Directed
2695,1828,Directed
2695,281,Directed
2696,286,Directed
2696,1866,Directed
2697,281,Directed
2697,1868,Directed
2698,1891,Directed
2698,286,Directed
2699,1884,Directed
2699,286,Directed
2700,281,Directed
2700,1868,Directed
2701,286,Directed
2701,1862,Directed
2702,1953,Directed
2702,1856,Directed
2703,1856,Directed
2703,1972,Directed
2704,2630,Directed
2704,1856,Directed
2705,3,Directed
2705,1986,Directed
2706,1856,Directed
2706,1972,Directed
2707,1847,Directed
2707,286,Directed
2708,1939,Directed
2708,286,Directed
2709,2710,Directed
2709,1844,Directed
2711,1868,Directed
2711,3,Directed
2712,1945,Directed
2712,1944,Directed
2713,1964,Directed
2713,1856,Directed
2714,1964,Directed
2714,1856,Directed
2715,1862,Directed
2715,286,Directed
2716,286,Directed
2716,1884,Directed
2717,1891,Directed
2717,286,Directed
2718,286,Directed
2718,2242,Directed
791,281,Directed
791,2227,Directed
2719,1964,Directed
2719,1856,Directed
2720,1828,Directed
2720,281,Directed
2721,1944,Directed
2721,1945,Directed
2722,1856,Directed
2722,1953,Directed
2723,286,Directed
2723,2240,Directed
2724,1977,Directed
2724,1978,Directed
2725,1856,Directed
2725,1953,Directed
2726,1868,Directed
2726,281,Directed
2727,1968,Directed
2727,286,Directed
2728,1944,Directed
2728,1945,Directed
2729,1856,Directed
2729,1964,Directed
2730,286,Directed
2730,2240,Directed
2731,1953,Directed
2731,1856,Directed
2732,1868,Directed
2732,1871,Directed
2733,286,Directed
2733,2567,Directed
787,281,Directed
787,1901,Directed
2734,3,Directed
2734,1975,Directed
783,1901,Directed
783,281,Directed
2735,1945,Directed
2735,1944,Directed
2736,286,Directed
2736,1891,Directed
2737,286,Directed
2737,2233,Directed
2738,2605,Directed
2738,1856,Directed
2739,1945,Directed
2739,1944,Directed
2740,286,Directed
2740,1939,Directed
2741,1856,Directed
2741,2630,Directed
2742,286,Directed
2742,1891,Directed
2743,1964,Directed
2743,1856,Directed
2744,286,Directed
2744,1891,Directed
805,281,Directed
805,1854,Directed
2745,2147,Directed
2745,1948,Directed
2746,1856,Directed
2746,1953,Directed
2747,281,Directed
2747,1889,Directed
2748,1891,Directed
2748,286,Directed
2749,3,Directed
2749,2750,Directed
2751,286,Directed
2751,1891,Directed
2752,281,Directed
2752,1868,Directed
2753,1944,Directed
2753,1945,Directed
2754,2041,Directed
2754,286,Directed
2755,1824,Directed
2755,281,Directed
2756,286,Directed
2756,1891,Directed
2757,286,Directed
2757,1891,Directed
2758,1856,Directed
2758,1984,Directed
2759,286,Directed
2759,2130,Directed
2760,1856,Directed
2760,1964,Directed
2761,2264,Directed
2761,281,Directed
2762,286,Directed
2762,1879,Directed
2763,1859,Directed
2763,1860,Directed
2764,1856,Directed
2764,1953,Directed
2765,286,Directed
2765,1970,Directed
2766,1945,Directed
2766,1980,Directed
2767,2025,Directed
2767,286,Directed
2768,1891,Directed
2768,286,Directed
2769,1856,Directed
2769,2208,Directed
2770,286,Directed
2770,2771,Directed
2772,1822,Directed
2772,286,Directed
2773,1840,Directed
2773,3,Directed
2774,2249,Directed
2774,1948,Directed
2775,286,Directed
2775,2062,Directed
2776,286,Directed
2776,1891,Directed
2777,1944,Directed
2777,1945,Directed
2778,2346,Directed
2778,1856,Directed
2779,1856,Directed
2779,2630,Directed
2780,286,Directed
